"Processo","Titular","Localidade","Guia","Substancia","QuantidadeMinerio","DataPublicacao","Prazo","IndicaProrrogacao"
"860.582/2015","TRIANGULO MATERIAIS PARA CONSTRUCAO LTDA","ARAGUARI/MG, ANHANGUERA/GO","22","ARGILA","12.000 t","18/02/2021","03","Não"
"860.790/2015","ESTONE'S HANGER AREIA E SIMILARES LTDA","ABADIÂNIA/GO","101","AREIA","12.000 Toneladas","05/09/2022","02 (DOIS) ANOS","Não"
"861.270/2015","ACLARA RESOURCES MINERACAO LTDA.","NOVA ROMA/GO","152","Minério de Elementos de Terras Raras","2.000 toneladas/ano.","29/04/2025","3 anos","Não"
"861.270/2015","LGV MINERAÇÃO LTDA","NOVA ROMA/GO","65","Cassiterita","300 .toneladas/ano","31/05/2022","3 (três) anos","Não"
"861.270/2015","MINERAÇÃO GNB LTDA","NOVA ROMA/GO","12","Cassiterita","300 t","20/06/2018","12/12/2018","Não"
"861.270/2015","ARX MINERAIS E METAIS DO BRASIL EIRELI","NOVA ROMA/GO","240","MINERAL CASSITERITA (MINÉRIO DE ESTANHO)","300 t","07/02/2020","18/12/2020","Não"
"861.270/2015","MINERAÇÃO GNB LTDA","NOVA ROMA/GO","48","CASSITERITA","300 toneladas","12/07/2017","30/12/2017","Não"
"861.298/2015","THIAGO NETO DE REZENDE","MONTE ALEGRE DE GOIÁS/GO","29","Cassiterita","600 t","04/01/2018","20/11/2018","Não"
"861.298/2015","T.L.LOPES E CIA LTDA ME","MONTE ALEGRE DE GOIÁS/GO","6","CASSITERITA","600 t","22/01/2021","01","Não"
"861.298/2015","T.L.LOPES E CIA LTDA ME","MONTE ALEGRE DE GOIÁS/GO","97","CASSITERITA (MINÉRIO DE ESTANHO)","300 t/ano","06/04/2023","03 (TRÊS) ANOS A CONTAR DA PUBLICAÇÃO NO DIÁRIO OFICIAL DA UNIÃO","Não"
"861.312/2015","JEAN DE GARDIN RIBEIRO CHAGAS ME","CRISTALINA/GO","32","Areia","50.000 t","04/01/2018","10/12/2018","Não"
"861.372/2015","MC4 MINERAÇÕES LTDA","CAVALCANTE/GO","33","Minério de Manganês","6.000 t","30/11/2018","13/11/2019","Não"
"861.482/2015","JM DA SILVA II - FIRMA INDIVIDUAL","PLANALTINA/GO","43","AREIA","50.000 t","24/03/2021","01 (UM) ANO","Não"
"860.184/2016","JERIBA MINERACAO DE PEDRAS ORNAMENTAIS, EXTRACAO, IMPORTACAO E EXPORTACAO LTDA","CRIXÁS/GO","111","DIABÁSIO (REVESTIMENTO)","16.000 TONELADAS","28/05/2024","3 anos","Não"
"860.362/2016","MENDES AREIA E CASCALHO LTDA","LUZIÂNIA/GO","98","Areia (agregados)","50.000 Toneladas","09/05/2024","3 anos","Não"
"860.430/2016","MONTE SIÃO MINERAÇÃO EIRELI","PORANGATU/GO","45","GRANITO (ROCHA ORNAMENTAL)","15.600 t","24/03/2021","03 (TRÊS) ANOS,","Não"
"860.430/2016","MONTE SIÃO MINERAÇÃO EIRELI","PORANGATU/GO","202","GRANITO (ROCHA ORNAMENTAL)","15.600 toneladas","28/05/2020","17/04/2021","Não"
"860.542/2016","MARTINS & ANDRADE NEGÓCIOS IMOBILIARIOS LTDA","ÁGUA FRIA DE GOIÁS/GO","27","Cascalho","8.500 t","15/10/2018","26/04/2019","Não"
"860.815/2016","CENTRO MINERAÇÃO LTDA","CAVALCANTE/GO","17","Minério de Manganês","6.000 t","09/07/2018","01/06/2019","Não"
"860.816/2016","CENTRO MINERAÇÃO LTDA","CAVALCANTE/GO","18","Minério de Manganês","6.000 t","09/07/2018","01/06/2019","Não"
"860.946/2016","MINERADORA PVS EIRELI ME","MINAÇU/GO","11","Areia","50.000 t","06/06/2018","20/01/2019","Não"
"860.946/2016","DOMINGOS PEREIRA DA SILVA","MINAÇU/GO","1","Areia","50.000 t","30/01/2018","20/01/2019","Não"
"860.946/2016","MINERADORA PVS EIRELI ME","MINAÇU/GO","1","Areia","50.000 Toneladas","30/08/2019","02/03/2020","Não"
"861.137/2016","RIO GRANITO LTDA","JARAGUÁ/GO","7","Granito","16.000 t","28/05/2018","20/05/2019","Não"
"861.251/2016","MINERAÇÃO PEDRAS MIL LTDA ME","CAVALCANTE/GO","56","Quatzito","3.600 t","13/04/2021","03 anos","Não"
"861.256/2016","PEGRAN MINERACAO LTDA","MONTE ALEGRE DE GOIÁS/GO","118","MÁRMORE","10.000 Toneladas","24/10/2022","03 (TRÊS) ANOS","Não"
"861.350/2016","RIO GRANITO LTDA","NOVA ROMA/GO","114","MÁRMORE","10.000 TONELADAS/ANO","12/11/2021","03 (TRÊS) ANOS, CONTADOS A PARTIR DA PUBLICAÇÃO NO D.O.U.","Não"
"861.427/2016","GONÇALVES E ALMEIDA LTDA ME","AURILÂNDIA/GO, CÓRREGO DO OURO/GO","21","Areia","26.101 t","02/09/2019","22/05/2020","Não"
"861.427/2016","GONÇALVES E ALMEIDA LTDA ME","AURILÂNDIA/GO, CÓRREGO DO OURO/GO","16","Areia","24.624 t","09/07/2018","27/06/2019","Não"
"861.497/2016","GREGÓRIO VASSILIVE FERREIRA","SÃO SIMÃO/GO","2","Cascalho","8.500 Toneladas","25/03/2019","07/02/2020","Não"
"831.426/2017","NADICE MARIA PEREIRA SOUZA","CACHOEIRA DOURADA/MG, CAPINÓPOLIS/MG, CACHOEIRA DOURADA/GO","249","AREIA (Agregado na construção civil)-CASCALHO aurífero  ( uso industrial)-CASCALHO diamantífero (uso industrial)","45.000 toneladas/ano-1.000 toneladas/ano com teor de 0,66g/t - 11.000 toneladas/ano com teor de 0,0154 ct/m³","27/07/2021","3 ANOS (a partir de sua publicação. Eficácia a partir da Emissão da Licença Ambiental)","Não"
"860.041/2017","VALTUIR CONSTANTINO SANTIAGO","SANCLERLÂNDIA/GO","61","Areia e Cascalho","50.000 t/ano (Areia) e 8.500 t/ano (Cascalho) t","04/04/2022","03 (TRÊS) ANOS, CONTADOS A PARTIR DA PUBLICAÇÃO NO D.O.U.","Não"
"860.257/2017","NATALIA ANDRADE RIBEIRO NR MINERAÇÃO","CRISTALINA/GO","1","AREIA e QUARTZO","50.000 t/ano (areia) e 4.000 t/ano (quartzo)","21/01/2022","1 ano a contar da publicação no DOU","Não"
"860.257/2017","GILDOMAR GONÇALVES RIBEIRO","CRISTALINA/GO","5","Areia","50.000 Toneladas","22/04/2019","20/12/2019","Não"
"860.301/2017","ACLARA RESOURCES MINERACAO LTDA.","NOVA ROMA/GO","151","Minério de Elementos de Terras Raras","2.000 toneladas/ano","29/04/2025","3 anos","Não"
"860.344/2017","NATALIA ANDRADE RIBEIRO NR MINERAÇÃO","CRISTALINA/GO","28","Areia e Quartzo","50.000 e 4.000 t","29/10/2018","15/10/2019","Não"
"860.344/2017","NATALIA ANDRADE RIBEIRO NR MINERAÇÃO","CRISTALINA/GO","181","Areia","50.000 Toneladas","09/12/2019","29/11/2020","Não"
"860.439/2017","GUIDONI ORNAMENTAL ROCKS LTDA.","CAMPINAÇU/GO","85","Quartzito","16.000 T","03/03/2020","26/07/2021","Não"
"860.439/2017","GUIDONI ORNAMENTAL ROCKS LTDA","CAMPINAÇU/GO","12","Quartzito e Quartzo","16.000 t/ano","10/02/2022","3 anos","Não"
"860.448/2017","AMA GOLD LTDA","ISRAELÂNDIA/GO","26","MINÉRIO DE OURO","50.000 TONELADAS","29/01/2024","36 MESES A CONTAR DA PUBLICAÇÃO NO DIÁRIO OFICIAL DA UNIÃO","Não"
"860.571/2017","AREIAL J. R LTDA","GOIÁS/GO, MATRINCHÃ/GO","21","Areia","50.000 t/ano","08/03/2022","3 (três) anos","Não"
"860.841/2017","MINERACAO MAROTO LTDA","CAVALCANTE/GO, TERESINA DE GOIÁS/GO","103","QUARTZITO (ROCHA ORNAMENTAL)","16.000 ton","07/10/2021","03 (TRÊS) ANOS, CONTADOS A PARTIR DA PUBLICAÇÃO NO D.O.U.","Não"
"860.885/2017","VERMONT MINERAÇÃO EXPORTAÇÃO E IMPORTAÇÃO LTDA.","URUAÇU/GO","316","QUARTZO (uso ornamental)","16.000 T/ANO","15/09/2025","3 anos","Não"
"864.231/2017","ENGEMID CONSTRUÇÃO E MINERAÇÃO LTDA ME","JAÚ DO TOCANTINS/TO, MONTIVIDIU DO NORTE/GO","5","MINÉRIO DE OURO","50.000,00 TONELADAS","08/09/2020","19/06/2021","Não"
"864.231/2017","M P LANCA MINERADORA","JAÚ DO TOCANTINS/TO, MONTIVIDIU DO NORTE/GO","5","MINÉRIO DE OURO","50.000,00 TONELADAS","07/02/2023","3 anos","Sim"
"860.002/2018","SETA MINERACAO LTDA","JATAÍ/GO, RIO VERDE/GO","37","Areia","43.776 t/ano","04/04/2022","3 (três) anos","Não"
"860.089/2018","LUCIANO BORTHOLACCI DE SOUZA","","338","","","27/10/2020","1 ano","Sim"
"860.089/2018","MINERACAO CORDILHEIRA LTDA","URUAÇU/GO","68","QUARTZO (rochas ornamentais e de revestimentos - silicatadas)","6.664,75 T/ANO","20/03/2026","3 anos","Não"
"860.089/2018","LUCIANO BORTHOLACCI DE SOUZA","URUAÇU/GO","13","QUARTZO (Rocha Ornamental)","16.000 Toneladas","28/06/2019","31/05/2020","Não"
"860.216/2018","MINERACAO BARRIGUDA LTDA","SÃO DOMINGOS/GO","42","Minério de Ouro","50.000 t/ano","03/05/2022","3 (três) anos","Não"
"860.244/2018","ALFA E OMEGA MINERAÇÃO LTDA ME","NIQUELÂNDIA/GO","36","Quartzo (rocha ornamental)","12.480 t/ano","04/04/2022","1 (um) ano","Não"
"860.288/2018","ARENAN EXTRAÇÃO E COMÉRCIO DE AREIA LTDA","CRISTALINA/GO, LUZIÂNIA/GO","140","Areia","50.000 toneladas","16/12/2021","03 (TRÊS) ANOS A CONTAR DA PUBLICAÇÃO NO DIÁRIO OFICIAL DA UNIÃO","Não"
"860.289/2018","ARENAN EXTRAÇÃO E COMÉRCIO DE AREIA LTDA","CRISTALINA/GO, LUZIÂNIA/GO","66","AREIA","50.000 toneladas/ano","14/05/2021","03 (TRÊS) ANOS","Não"
"860.300/2018","PHAYFER MINÉRIOS DO BRASIL EXPORTAÇÃO E IMPORTAÇÃO EIRELI","TORIXORÉU/MT, BALIZA/GO","29","CASCALHO DIAMANTÍFERO","50.000 t","16/03/2021","01","Não"
"860.323/2018","ARTHUR PACHECO DOS SANTOS","CAMPINAÇU/GO","32","MÁRMORE (rocha ornamental)","10.000 T/ANO","17/02/2025","3 anos","Não"
"860.403/2018","GUIDONI ORNAMENTAL ROCKS LTDA.","MINAÇU/GO","17","Quartzito","16.000 Toneladas","30/08/2019","04/10/2020","Não"
"860.433/2018","HERMINEA DUARTE DA SILVA","CRIXÁS/GO","44","GRANITO","16.000 t","24/03/2021","03 (TRÊS) ANOS","Não"
"860.743/2018","A R DA SILVA - AREIAL SERRADINHO","SANCLERLÂNDIA/GO, SÃO LUÍS DE MONTES BELOS/GO","33","Areia","26.703 t/ano","04/04/2022","3 (três) anos","Não"
"860.904/2018","CALCÁRIO VALE DO ARAGUAIA LTDA","FAINA/GO","49","CALCÁRIO DOLOMÍTICO","180.000 toneladas","01/10/2021","3 anos","Não"
"860.905/2018","JAIR BUENO DA SILVA 14711770178","CRIXÁS/GO, GUARINOS/GO","87","AREIA","50.000 TONELADAS/ANO","16/12/2021","03 (TRÊS) ANOS, CONTADOS A PARTIR DA PUBLICAÇÃO NO D.O.U.","Não"
"860.916/2018","MARBELLE BRAZIL LTDA","MINAÇU/GO","33","GRANITO","16.000 T/ANO","17/02/2025","1 ano","Não"
"860.061/2019","PANCIERI ROCHAS DO BRASIL LTDA","COLINAS DO SUL/GO","18","XISTO (ROCHA ORNAMENTAL)","4.000 Toneladas","10/02/2023","3 anos","Não"
"860.082/2019","CALFORTE BENEFICIAMENTO DE CALCÁRIO LTDA","COCALZINHO DE GOIÁS/GO, VILA PROPÍCIO/GO","105","CALCÁRIO","20.000 Toneladas","09/09/2022","03 (TRÊS) ANOS","Não"
"860.113/2019","AREIAL J. R LTDA","GOIÁS/GO, MATRINCHÃ/GO","31","Areia","50.000 toneladas","18/03/2022","3 (três) anos","Não"
"860.146/2019","LEVI ANTÔNIO DE SOUZA","NIQUELÂNDIA/GO","97","QUARTZO INDUSTRIAL","4.000 ton","01/10/2021","03(três) anos","Não"
"860.180/2019","TRES IPES EXPLORACAO MINERAL LTDA","ANICUNS/GO","125","MINÉRIO DE MANGANÊS, MINÉRIO DE FERRO","6.000 t/ano (MINÉRIO DE MANGANÊS) e 300.000 t/ano (MINÉRIO DE FERRO) T/ANO","16/12/2021","03 (TRÊS) ANOS A CONTAR DA PUBLICAÇÃO NO DIÁRIO OFICIAL DA UNIÃO","Não"
"860.208/2019","SETA MINERACAO LTDA","SÃO SIMÃO/GO","112","CASCALHO","8.500 TONELADAS","12/11/2021","03 (TRÊS) ANOS, CONTADOS A PARTIR DA PUBLICAÇÃO NO D.O.U.","Não"
"860.221/2019","GF GOLD MINERACAO EIRELI","NIQUELÂNDIA/GO","7","Minério de Ouro","50.000 t/ano","21/01/2022","3 anos","Não"
"860.241/2019","METAL COMPANY EXTRAÇÃO, BENEFICIAMENTO, COMERCIO, EXPORTAÇÃO E IMPORTAÇÃO LTDA","NIQUELÂNDIA/GO","21","MINÉRIO DE MANGANÊS","6.000 T","18/02/2021","01","Não"
"860.308/2019","BL-EXTRACAO DE AREIA LTDA","CÓRREGO DO OURO/GO, MOIPORÁ/GO","89","Areia","50.000 Toneladas","09/05/2024","3 anos","Não"
"860.349/2019","MINERACAO CORCOVADO DE MINAS LTDA","NOVA ROMA/GO","20","Mármore","10.000 t","08/03/2022","1 (um) ano","Não"
"860.349/2019","MINERACAO CORCOVADO DE MINAS LTDA","NOVA ROMA/GO","20","Mármore","10.000 t","24/06/2025","1 ano","Sim"
"860.384/2019","GONÇALVES E ALMEIDA LTDA ME","JATAÍ/GO","63","AREIA","24.077 toneladas/ano","04/05/2021","03 (TRÊS) ANOS","Não"
"860.469/2019","EROTIDES DE SOUZA FILHO","CRIXÁS/GO","64","MINÉRIO DE OURO","50.000 TONELADAS","11/03/2024","36 MESES A CONTAR DA PUBLICAÇÃO NO DIÁRIO OFICIAL DA UNIÃO","Não"
"860.562/2019","SAVANA MINERIOS E MINERAIS LTDA","CAMPINAÇU/GO, MINAÇU/GO","64","Quartzito","16.000 toneladas","31/05/2022","1 (um) ano","Não"
"860.677/2019","GF GOLD MINERACAO EIRELI","NIQUELÂNDIA/GO","99","Minério de Ouro","50.000 ton","01/10/2021","01(um) ano","Não"
"860.677/2019","CENTRO OESTE GOLD MINE S.A.","NIQUELÂNDIA/GO","99","Minério de Ouro","50.000 ton","28/02/2025","1 ano","Sim"
"860.677/2019","GF GOLD MINERACAO EIRELI","NIQUELÂNDIA/GO","330","MINÉRIO DE OURO","50.000 T","01/10/2020","até 01/09/2021","Não"
"860.764/2019","ANNA ISADORA COIMBRA DE OLIVEIRA","NIQUELÂNDIA/GO","117","MINÉRIO DE OURO","50.000 Toneladas","15/09/2025","3 anos","Sim"
"860.764/2019","ANNA ISADORA COIMBRA DE OLIVEIRA","NIQUELÂNDIA/GO","117","MINÉRIO DE OURO","50.000 Toneladas","24/10/2022","03 (TRÊS) ANOS","Não"
"860.867/2019","CLÁUDIO DORNELAS GONÇALVES","CAIAPÔNIA/GO, PEROLÂNDIA/GO","98","DIAMANTE (BENEFICIADO)","30.000 m3","05/09/2022","01 (UM) ANO","Não"
"860.898/2019","SSR - COMERCIO E BENEFICIAMENTO DE MINERIOS LTDA","MINAÇU/GO, TROMBAS/GO","114","GRANITO  (ROCHA ORNAMENTAL)","16.000 Toneladas","24/10/2022","03 (TRÊS) ANOS","Não"
"860.908/2019","MARCELLO CAPONE EIRELI","FORMOSA/GO","71","Cascalho","8.500 t","21/06/2022","1 (um) ano","Não"
"860.025/2020","COMPANHIA DE PARTICIPACOES MINERARIAS","CRISTIANÓPOLIS/GO, PIRES DO RIO/GO, SÃO MIGUEL DO PASSA QUATRO/GO, VIANÓPOLIS/GO","155","MINÉRIO DE OURO","50.000 T/ANO","15/05/2025","3 anos","Não"
"860.059/2020","SDM DO BRASIL MINERACAO AU LTDA","NIQUELÂNDIA/GO","488","MINÉRIO DE OURO","50.000 TONELADAS","11/03/2024","ATÉ 30/09/2024 A CONTAR DA PUBLICAÇÃO NO DIÁRIO OFICIAL DA UNIÃO","Não"
"860.059/2020","EDMUNDO DOS ANJOS AZEVEDO","NIQUELÂNDIA/GO","348","MINÉRIO DE OURO","50.000 T","01/10/2020","01 (UM) ANOS A PARTIR DE SUA EMISSÃO DA LICENÇA AMBIENTAL A SER APRESENTADA PELO TITULAR.","Não"
"860.221/2020","VALE DA SERRA MINERACAO LTDA","URUAÇU/GO","347","Minério de Manganês","6.000 T","01/10/2020","01 (UM) ANO A PARTIR DA EMISSÃO DA LICENÇA AMBIENTAL A SER APRESENTADA PELO TITULAR.","Não"
"860.221/2020","VALE DA SERRA MINERACAO LTDA","URUAÇU/GO","43","Minério de manganês","6.000 t","03/05/2022","1 (um) ano","Não"
"860.236/2020","GVSA MINERADORA LTDA","GOIÁS/GO","59","MINÉRIO DE OURO e AREIA","50.000 t/ano (Minério de Ouro) e 50.000 t/ano (Areia) t","04/05/2021","19/06/2023","Não"
"860.333/2020","ARERRIOS MINERACAO E TRANSPORTE LTDA","GOIÁS/GO","107","AREIA","22.982 Toneladas","12/09/2022","03 (TRÊS) ANOS","Não"
"860.383/2020","PORTO RICO EXTRAÇÃO DE AREIA LTDA","PIRENÓPOLIS/GO","20","AREIA","50.000 T","18/02/2021","01","Não"
"860.399/2020","PHANTHOM GREEN MINERADORA LTDA-ME","NIQUELÂNDIA/GO, VILA PROPÍCIO/GO","269","AREIA (USO AGREGADO EM CONSTRUÇÃO CIVIL)","36.000 TONELADAS","02/08/2024","3 anos","Não"
"860.414/2020","JG AREIAS ARGILAS E BRITAS LTDA","SILVÂNIA/GO, VIANÓPOLIS/GO","15","Areia","36.000 Toneladas","30/01/2023","1 (um) ano.","Não"
"860.416/2020","PANTANAL EXTRACAO DE AREIA LTDA","GOIÁS/GO, ITAPIRAPUÃ/GO","8","AREIA (agregrado)","35.000 TONELADAS","11/03/2024","36 MESES A CONTAR DA PUBLICAÇÃO NO DIÁRIO OFICIAL DA UNIÃO (VIGÊNCIA DA LICENÇA AMBIENTAL EXTRAORDINÁRIA Nº 20231798 (SEI nº 6790813)","Não"
"860.423/2020","VALE DA SERRA MINERACAO LTDA","CAMPINAÇU/GO, MINAÇU/GO","231","MINÉRIO DE FERRO","300.000 T/ANO","24/06/2025","3 anos","Não"
"860.517/2020","EDIVALDO ALVES SILVA","ITAPURANGA/GO","151","AREIA","23.978 TONELADAS","06/04/2023","36 MESES A CONTAR DA PUBLICAÇÃO NO DIÁRIO OFICIAL DA UNIÃO","Não"
"860.536/2020","OLAF WINKING","CRISTALINA/GO","18","Areia e Quartzo","50.000t e 4.000 t","18/02/2021","01","Não"
"860.668/2020","SERGIO HENRIQUE CANUTO DE OLIVEIRA","PIRENÓPOLIS/GO","115","MINÉRIO DE OURO","50.000 Toneladas","24/10/2022","03 (TRÊS) ANOS","Não"
"860.065/2021","ELIAS EDUARDO DIAS NASCIMENTO","CAIAPÔNIA/GO","32","Areia","26.703 t/ano","04/04/2022","3 (três) anos","Não"
"860.071/2021","RAFAEL ESTEVES BERNARDES","GOIÁS/GO","255","AREIA (AGREGRADO),  QUARTZITO (Rochas ornamentais e de revestimentos - silicatadas)","AREIA 50.000, QUARTZITO 16.000 TONELADAS","21/06/2024","3 anos","Não"
"860.202/2021","JOAO BATISTA SILVA PAIVA","FAINA/GO","443","OURO (USO INDUSTRIAL)","50.000 Toneladas","18/10/2024","3 anos","Não"
"860.433/2021","PEDRO ELIAS FERREIRA LIMA","SANTA TEREZINHA DE GOIÁS/GO, UIRAPURU/GO","106","AREIA","24.000 Toneladas","12/09/2022","03 (TRÊS) ANOS","Não"
"860.433/2021","PEDRO ELIAS FERREIRA LIMA  LTDA","SANTA TEREZINHA DE GOIÁS/GO, UIRAPURU/GO","193","AREIA","24.000 T/ANO","13/08/2026","3 anos","Não"
"860.449/2021","MINERADORA MUQUEM LTDA","CALDAS NOVAS/GO, IPAMERI/GO, PIRES DO RIO/GO","216","AREIA (agregado)","36.000 T/ANO","24/06/2025","1 ano","Não"
"860.491/2021","GOLD BLACK MINERACAO LTDA","MONTE ALEGRE DE GOIÁS/GO","374","MINÉRIO DE ESTANHO (cassiterita)","300 T/ANO","05/12/2025","3 anos","Não"
"860.522/2021","JOSE RENES GOMES DE OLIVEIRA","NIQUELÂNDIA/GO","197","MANGANÊS","6.000 TONELADAS","02/08/2023","36 MESES A CONTAR DA PUBLICAÇÃO NO DIÁRIO OFICIAL DA UNIÃO","Não"
"860.530/2021","JOAO SEBASTIAO NETO","CAMPESTRE DE GOIÁS/GO, SANTA BÁRBARA DE GOIÁS/GO, TRINDADE/GO","90","Argila","12.000 t","04/04/2022","1 (um) ano","Não"
"860.532/2021","MBT MINERACAO SPE LTDA","CRIXÁS/GO","141","MINÉRIO DE OURO e AREIA","50.000 t/ano de Minério de Ouro,  50.000 t/ano de Areia","22/05/2026","3 anos","Não"
"860.554/2021","FORTALEZA MINERADORA LTDA","MOSSÂMEDES/GO, SANCLERLÂNDIA/GO","85","AREIA (AGREGADO)","24.000 t/ano","28/07/2022","03 (TRÊS) ANOS","Não"
"860.567/2021","MINERADORA GOLD DIESEL LTDA","GUARINOS/GO, SANTA TEREZINHA DE GOIÁS/GO","113","MINÉRIO DE OURO","50.000 TONELADAS","24/06/2025","3 anos","Sim"
"860.567/2021","MINERADORA GOLD DIESEL EIRELI","GUARINOS/GO, SANTA TEREZINHA DE GOIÁS/GO","113","MINÉRIO DE OURO","50.000 TONELADAS","07/10/2021","03 (TRÊS) ANOS, CONTADOS A PARTIR DA PUBLICAÇÃO NO D.O.U.","Não"
"860.569/2021","MINERADORA GOLD DIESEL LTDA","SANTA TEREZINHA DE GOIÁS/GO","243","MINÉRIO DE OURO","50.000 T/ANO","15/09/2025","3 anos","Não"
"860.600/2021","MINERACAO 2M LTDA","ABADIÂNIA/GO","232","AREIA","50.000 T/ANO","24/06/2025","3 anos","Não"
"860.703/2021","CARLINHOS JOSE DA MATA","SANCLERLÂNDIA/GO, SÃO LUÍS DE MONTES BELOS/GO","2","Areia","13.333 t/ano","21/01/2022","3 anos","Não"
"860.820/2021","DUNAS AREIAS LTDA","BURITI DE GOIÁS/GO, SANCLERLÂNDIA/GO","136","AREIA","15.322 TONELADAS","28/05/2024","3 anos","Não"
"860.832/2021","MINERACAO RG LTDA","BURITI DE GOIÁS/GO, SANCLERLÂNDIA/GO","215","AREIA","15.322 TONELADAS","10/10/2023","36 MESES A CONTAR DA PUBLICAÇÃO NO DIÁRIO OFICIAL DA UNIÃO","Não"
"860.840/2021","MAMBORE AGROPECUARIA LTDA","ARAGUAPAZ/GO, FAINA/GO","123","AREIA","26.700 Toneladas","13/10/2022","03 (TRÊS) ANOS","Não"
"860.972/2021","ANTONIO LACERDA SILVA","MINEIROS/GO, SERRANÓPOLIS/GO","141","AREIA","30.000 Toneladas","08/12/2022","03 (TRÊS) ANOS","Não"
"861.016/2021","TOMAS FERREIRA DIVULGACOES LTDA","BOM JESUS DE GOIÁS/GO, GOUVELÂNDIA/GO, INACIOLÂNDIA/GO","130","AREIA","36.000 Toneladas","16/11/2022","03 (TRÊS) ANOS","Não"
"861.065/2021","BRUNO CARVALHO FONSECA PEREIRA","PIRENÓPOLIS/GO","96","MINÉRIO DE OURO  e AREIA","50.000 t/ano (MINÉRIO DE OURO) e 50.000 t/ano (AREIA para uso na construção civil?) TONELADAS","11/03/2024","03 (TRÊS) ANOS A CONTAR DA PUBLICAÇÃO NO DIÁRIO OFICIAL DA UNIÃO","Não"
"861.088/2021","CARMO SOUSA SANTANA JUNIOR","JATAÍ/GO","13","Areia","46.621 t/ano","10/02/2022","3 anos","Não"
"861.142/2021","AREIAL DUNAS LTDA","CÓRREGO DO OURO/GO, SANCLERLÂNDIA/GO","334","Areia","40.493 Toneladas","10/10/2023","03 (tres) anos","Não"
"861.143/2021","M2M COMÉRCIO DE MARMORES E GRANITOS LTDA","PORANGATU/GO","27","GRANITO","10.000 TONELADAS","29/01/2024","36  MESES A CONTAR DA PUBLICAÇÃO NO DIÁRIO OFICIAL DA UNIÃO","Não"
"861.161/2021","R MOSQUETTA MINERACAO","CRISTALINA/GO","137","AREIA","33.783 Toneladas","16/11/2022","03 (TRÊS) ANOS","Não"
"861.170/2021","CLEBER DE SOUZA CUNHA","CAIAPÔNIA/GO, IVOLÂNDIA/GO, PALESTINA DE GOIÁS/GO","14","Areia","30.643 t/ano","10/02/2022","3 anos","Não"
"861.172/2021","PAULO HENRIQUE VERISSIMO MONTEIRO","SANTA CRUZ DE GOIÁS/GO","19","AREIA","24.000 Toneladas","10/02/2023","1 ano","Não"
"861.224/2021","VENEZA STONES LTDA","CAMPINAÇU/GO","99","MÁRMORE (ROCHA REVESTIMENTO)","10.000 T/ANO","15/05/2025","3 anos","Não"
"861.229/2021","SAVANA MINERIOS E MINERAIS LTDA","NIQUELÂNDIA/GO","108","QUARTZITO (ROCHA ORNAMENTAL)","16.000 Toneladas","15/09/2025","3 anos","Sim"
"861.229/2021","SAVANA MINERIOS E MINERAIS LTDA","NIQUELÂNDIA/GO","108","QUARTZITO (ROCHA ORNAMENTAL)","16.000 Toneladas","14/09/2022","03 (TRÊS) ANOS","Não"
"861.229/2021","SAVANA MINERIOS E MINERAIS LTDA","NIQUELÂNDIA/GO","108","QUARTZITO (ROCHA ORNAMENTAL)","16.000 Toneladas","14/09/2022","03 (TRÊS) ANOS","Não"
"861.272/2021","SPE L2MR LTDA","VILA PROPÍCIO/GO","422","MINÉRIO DE OURO","50.000 T/ANO","05/12/2025","3 anos","Não"
"861.297/2021","BRUNO CARVALHO FONSECA PEREIRA","PIRENÓPOLIS/GO","4","Minério de Ouro","50.000 t/ano","07/03/2025","3 anos","Sim"
"861.297/2021","BRUNO CARVALHO FONSECA PEREIRA","PIRENÓPOLIS/GO","4","Minério de Ouro","50.000 t/ano","21/01/2022","3 anos","Não"
"861.429/2021","CARMO SOUSA SANTANA JUNIOR","JATAÍ/GO","11","AREIA","15.322 Toneladas","10/01/2023","36 MESES","Não"
"861.507/2021","MINERACAO AZUL TROPICAL LTDA","GOIÁS/GO","70","QUARTZITO (ROCHA ORNAMENTAL)","15.840 T/ANO","15/05/2025","3 anos","Não"
"861.528/2021","RUBENS ANTONIO MUNHOZ","NIQUELÂNDIA/GO","70","","50.000 t/ano (Minério de Ouro), 50.000 t/ano (Areia), 8.500 t/ano (Cascalho)","21/06/2022","2 (dois) anos","Não"
"861.559/2021","E2 MINERAIS E FERTILIZANTES LTDA","MUNDO NOVO/GO","232","Rocha potássica e rocha fosfática","300.000 toneladas por ano.","20/05/2024","3 anos","Não"
"861.790/2021","FABIO DE CASTRO MOURA","MONTE ALEGRE DE GOIÁS/GO","72","Minério de Ouro","50.000 t/ano","21/06/2022","3 (três) anos","Não"
"864.536/2021","ALICÉRIO LUIZ CORRÊA","PARANÃ/TO, CAVALCANTE/GO","365","Minério de Manganês","6.000 Toneladas","26/09/2023","03 (três) anos","Não"
"860.042/2022","RONIN AGROPASTORIL, EXTRACAO MINERAL E COMERCIALIZACAO LTDA","NIQUELÂNDIA/GO","12","MINÉRIO DE OURO","50.000 TONELADAS","29/01/2024","ATÉ 09/03/2025 (VIGÊNCIA DO ALVARÁ DE PESQUISA)","Não"
