aba,status_aba,campo,contrato_de_dados,descricao,unidade_ou_dominio,fonte_ou_derivacao,tipo,pct_vazio,n_distintos,exemplo,observacao
11_cons_empresa_ano_mineral,real,metodo_estimacao,,Método quando o valor não é observado; vazio nas linhas observadas.,texto,Governança,vazio,100.0,0,,coluna 100% vazia
11_cons_empresa_ano_mineral,real,status_validacao,,"valido, ou os alertas das linhas da 08 que entram na soma (alerta_processo_09c, quantidade_excluida_da_soma_09b, alerta_producao_repetida), separados por ';'.",valido; alerta_processo_09c; alerta_processo_09c; quantidade_excluida_da_soma_09b; quantidade_excluida_da_soma_09b,Governança,texto,0.0,4,valido,
11_cons_empresa_ano_mineral,real,responsavel_validacao,,"Quem validou: as checagens automáticas do pipeline, registradas na 14b.",texto,Governança,texto,0.0,1,Squad 1 / Estudante 1 — checagens automáticas do pipeline (v,
12_interface_squad1_squad2,real,mineral_id,sim,"Categoria do AMB. No nível operação, a CFEM dos subitens de Calcário (calcítico, dolomítico, industrial) entra em Calcário.",MIN_### (3 dígitos),Derivado — 01_dim_minerais / crosswalk 01b,texto,0.0,33,MIN_005,
12_interface_squad1_squad2,real,mineral_name,sim,Nome padronizado do mineral (campo fixado no Contrato de Dados).,texto,01_dim_minerais,texto,0.0,33,Alumínio (Bauxita),
12_interface_squad1_squad2,real,company_id,sim,Nível operação: titular do processo pela ponte do número do processo (igual à 08 e à 11). Vazio no nível estado.,"COM_CNPJ_########, COM_CPF_###########, COM_NOME_<8 hex>, COM_NAO_IDENTIFICADO","Derivado — Cadastro Mineiro (Titular, CPF/CNPJ)",texto,13.3,480,COM_CNPJ_61409892,
12_interface_squad1_squad2,real,operation_id,sim,"Nível operação, quando o processo tem poligonal no SIGMINE de GO (03_dim_operacoes). Vazio no nível estado.",OPE_<número>_<ano>,Derivado — SIGMINE.PROCESSO,texto,21.5,820,OPE_861979_2005,
12_interface_squad1_squad2,real,project_id,sim,Vazio: depende do Radar de Projetos (Squad 1 / Estudante 2).,PRJ_<número>_<ano>,Derivado — SIGMINE (camada ANM do Radar de Projetos),vazio,100.0,0,,coluna 100% vazia
12_interface_squad1_squad2,real,municipality_id,sim,"Nível operação: município principal do polígono (03); sem poligonal, o município com mais CFEM do processo no ano. Vazio no nível estado.",52##### (7 dígitos),IBGE — malha 2025 (CD_MUN),texto,13.3,177,5203203,
12_interface_squad1_squad2,real,year,sim,Ano (contrato): produção do AMB 2010–2025; abertura por operação só em 2022–2025 (anos com CFEM na base).,AAAA,—,inteiro,0.0,16,2010,
12_interface_squad1_squad2,real,production_t,sim,"Produção em t (contrato): OBSERVADA no nível estado (AMB, massa convertida para t) e ESTIMADA no nível operação (rateio pela CFEM).",t,—,decimal,0.0,5024,4160,
12_interface_squad1_squad2,real,production_basis,sim,"ROM (produção bruta) ou beneficiada — a mesma base do total rateado. O conteúdo mineral (contido) fica na 08, porque depende da indicação (Au, Nb2O5…).",ROM; beneficiada,Contrato de Dados / AMB,texto,0.0,2,ROM,
12_interface_squad1_squad2,real,latitude,sim,Latitude do representative_point do polígono do processo (03). Vazia no nível estado e em processos sem poligonal no SIGMINE.,"graus decimais, SIRGAS 2000",Derivado — geometria,decimal,21.5,814,-15.061306,
12_interface_squad1_squad2,real,longitude,sim,Longitude do representative_point do polígono do processo (03). Vazia no nível estado e em processos sem poligonal no SIGMINE.,"graus decimais, SIRGAS 2000",Derivado — geometria,decimal,21.5,816,-49.001115,
12_interface_squad1_squad2,real,source_id,sim,"Fontes de todos os valores da linha, separadas por ';' (a estimativa combina AMB, CFEM, Cadastro Mineiro, SIGMINE e malha do IBGE).",SRC_*,Governança,texto,0.0,10,SRC_ANM_PROD_BRUTA,
12_interface_squad1_squad2,real,nivel_agregacao,,estado = total observado de Goiás (AMB); operacao = abertura estimada desse total por processo. Não somar os dois níveis.,estado; operacao,Derivado,texto,0.0,2,estado,
12_interface_squad1_squad2,real,processo_anm,,Processo cuja CFEM define a participação no rateio (formato canônico) — identifica também processos sem poligonal (sem operation_id).,texto,SIGMINE.PROCESSO / CFEM (Processo + AnoDoProcesso),texto,13.3,932,861979/2005,
12_interface_squad1_squad2,real,valor_observado_estimado,,"observado, calculado, estimado ou benchmark (Contrato de Dados §1; Entrega Avaliativa §3).",observado; estimado,Governança,texto,0.0,2,observado,
12_interface_squad1_squad2,real,metodo_estimacao,,Preenchido nas linhas estimadas (nível operação): regra do rateio e suas premissas.,texto,Governança,texto,13.3,1,"Rateio da produção observada do AMB de Goiás (mesmo mineral,",
12_interface_squad1_squad2,real,erro_estimativa_intervalo,,Nível operação: faixa entre o rateio por R$ (production_t) e o rateio pela quantidade em t da CFEM (production_t_rateio_por_t).,texto/número,Método de estimação,texto,13.3,4423,"entre 731.837,603 e 885.400,052 t (rateio por R$ × rateio pe",
12_interface_squad1_squad2,real,participacao_cfem_brl,,Participação do processo na CFEM recolhida (R$) do mineral no ano em Goiás — a chave do rateio.,0 a 1,Derivado — 08 (cfem_recolhido),decimal,13.3,2236,0.4118220707891838,
12_interface_squad1_squad2,real,cfem_brl_operacao,,CFEM recolhida pelo processo no mineral e ano (numerador da participação).,R$ nominais,ANM CFEM (via 08),decimal,13.3,2246,1251627.28,
12_interface_squad1_squad2,real,cfem_brl_mineral_ano,,CFEM recolhida em Goiás no mineral e ano (denominador da participação).,R$ nominais,ANM CFEM (via 08),decimal,13.3,89,3039242.84,
12_interface_squad1_squad2,real,production_t_rateio_por_t,,Sensibilidade: o mesmo total rateado pela quantidade comercializada em t da CFEM. Distorcida pelos erros de quantidade da CFEM (09b/09c); vazia quando a CFEM do mineral no ano não tem quantidade em t.,t,Derivado — 08 (quantidade_comercializada_cfem),decimal,13.3,3932,885400.0522358875,
12_interface_squad1_squad2,real,status_validacao,,"Estado: valido ou alerta_producao_repetida (vem da 08). Operação: estimativa_conferida_no_total, ou estimativa_com_alerta_09c quando o processo está na 09c.",valido; estimativa_conferida_no_total; estimativa_com_alerta_09c; alerta_producao_repetida,Governança,texto,0.0,4,valido,
12_interface_squad1_squad2,real,responsavel_validacao,,Quem validou o valor.,texto,Governança,texto,0.0,1,Squad 1 / Estudante 1 — checagens automáticas do pipeline (v,
12_interface_squad1_squad2,real,periodo_referencia,,Ano de referência (AAAA).,AAAA ou AAAA-MM,fonte da linha,texto,0.0,16,2010,
12_interface_squad1_squad2,real,tipo_fonte,,Natureza da fonte (Entrega Avaliativa 1).,oficial,—,texto,0.0,1,oficial,
12_interface_squad1_squad2,real,source_url,,"URL de cada fonte, na mesma ordem de source_id (igual a url_recurso da 07).",URL,07_dim_fontes,texto,0.0,10,https://dadosabertos.anm.gov.br/AMB/Producao_Bruta.csv,
12_interface_squad1_squad2,real,data_acesso,,"Data do arquivo local de cada fonte, na mesma ordem de source_id (igual a data_arquivo_local da 07).",AAAA-MM-DD,07_dim_fontes,texto,0.0,5,2026-09-10,
12_interface_squad1_squad2,real,fato_ids,,"Linhas da 08 somadas no total do AMB (no nível operação, o total que foi rateado).",FATO_###### separados por ';',08_fato_producao_energia,texto,0.0,745,FATO_000600,
12_interface_squad1_squad2,real,observacao,,"Nota da linha: por que não há abertura, subitens somados, processo sem poligonal ou titular não identificado.",texto livre,—,texto,74.8,21,antes de 2022 não há CFEM na base para abrir por operação,
13_mapas_camadas,real,camada_id,,Identificador da camada de mapa.,CAM_##[_WEB_#|_TILES],—,texto,0.0,11,CAM_01,
13_mapas_camadas,real,nome_camada,,Nome da camada (= nome do arquivo/camada GPKG).,texto,—,texto,0.0,11,municipios_go,
13_mapas_camadas,real,descricao,,Descrição da camada.,texto,—,texto,0.0,11,Limites municipais oficiais + indicadores da Base 2,
13_mapas_camadas,real,tipo_geometria,,Tipo de geometria.,"MultiPolygon, Polygon; Point; Polygon (MVT)",—,texto,0.0,3,"MultiPolygon, Polygon",
13_mapas_camadas,real,n_feicoes,,Número de feições.,contagem,—,inteiro,0.0,10,246,
13_mapas_camadas,real,arquivo,,Caminho do arquivo web (GeoJSON ou PMTiles).,caminho relativo ao repositório,—,texto,0.0,11,outputs/mapas/municipios_go.geojson,renomeada de 'arquivo_geojson (web)' na v6
13_mapas_camadas,real,tamanho_mb,,Tamanho do arquivo.,MB,—,decimal,0.0,11,4.4,renomeada de 'tamanho_MB' na v6
13_mapas_camadas,real,camada_gpkg,,Camada correspondente no GeoPackage (resolução total).,texto,—,texto,0.0,7,outputs/mapas/minera_goias_mapas_v1.gpkg › municipios_go,renomeada de 'camada_gpkg (QGIS)' na v6
13_mapas_camadas,real,crs,,Sistema de referência de coordenadas.,texto,—,texto,0.0,3,GeoJSON: WGS 84 (RFC 7946) | GPKG: SIRGAS 2000 (EPSG:4674),
13_mapas_camadas,real,simplificacao_web,,Generalização aplicada à versão web.,texto,—,texto,0.0,6,"simplify 0.0005° (~56 m), só no GeoJSON",
13_mapas_camadas,real,chave_primaria,,Campo identificador da camada.,texto,—,texto,0.0,5,municipality_id,
13_mapas_camadas,real,chaves_de_juncao,,Como a camada se liga às abas da planilha.,texto,—,texto,0.0,8,"municipality_id → 05_dim_municipios, 10_cons_municipio_ano",
13_mapas_camadas,real,simbologia,,Simbologia recomendada.,texto,—,texto,0.0,7,"polígono neutro; coroplético opcional (CFEM, população)",
13_mapas_camadas,real,source_ids,sim,Fontes dos atributos da camada (IDs do catálogo 07).,SRC_* separados por ';' (IDs da aba 07),Governança,texto,0.0,5,SRC_IBGE_MALHA_2025; SRC_IBGE_POP; SRC_IBGE_PIB; SRC_ANM_CFE,
13_mapas_camadas,real,observacao,,Observação sobre a camada.,texto livre,—,texto,36.4,3,Derivada da CAM_02 (mesmos processos e chaves).,
13_mapas_camadas,real,source_url,,"URL de cada fonte da linha, na mesma ordem de source_ids (igual a url_recurso da 07).",URL,07_dim_fontes,texto,0.0,5,https://geoftp.ibge.gov.br/organizacao_do_territorio/malhas_,
13_mapas_camadas,real,data_acesso,,"Data do arquivo local de cada fonte, na mesma ordem de source_ids (igual a data_arquivo_local da 07).",AAAA-MM-DD,07_dim_fontes,texto,0.0,4,2026-09-10; 2026-08-27; 2026-08-27; 2026-09-10; 2026-09-10,
13_mapas_camadas,real,periodo_referencia,,"Período coberto por cada fonte da linha (da 07), na mesma ordem de source_ids.",AAAA ou AAAA-MM,fonte da linha,texto,0.0,5,arquivo de 2026-09-10; 2025; 2023; 2022-01 a 2026-08; arquiv,
13_mapas_camadas,real,tipo_fonte,,"Tipo das fontes da linha (oficial, companhia, setorial, imprensa ou derivada), como na 07.",oficial,—,texto,0.0,1,oficial,
13_mapas_camadas,real,valor_observado_estimado,,calculado: gerado pelo pipeline; o método está em metodo_estimacao.,calculado,Governança,texto,0.0,1,calculado,
13_mapas_camadas,real,metodo_estimacao,,Método quando o valor não é observado; vazio nas linhas observadas.,texto,Governança,texto,0.0,1,Camada gerada pelo pipeline a partir das abas de origem (ver,
13_mapas_camadas,real,status_validacao,,valido: passou nas checagens automáticas da 14b.,valido,Governança,texto,0.0,1,valido,
13_mapas_camadas,real,responsavel_validacao,,"Quem validou: as checagens automáticas do pipeline, registradas na 14b.",texto,Governança,texto,0.0,1,Squad 1 / Estudante 1 — checagens automáticas do pipeline (v,
13b_auditoria_mapas,auditoria,camada,,Camada de mapa verificada.,municipios_go; processos_minerarios_go; amostras_geoquimicas_sgb_go; ocorrencias_minerais_recmin; projetos_futuros,—,texto,0.0,5,municipios_go,
13b_auditoria_mapas,auditoria,verificacao,,Checagem realizada.,texto,—,texto,0.0,52,Ponto 'centro da caixa envolvente' (usado nas versões anteri,renomeada de 'verificação' na v6
13b_auditoria_mapas,auditoria,n,,Quantidade de itens envolvidos na checagem.,contagem,—,inteiro,0.0,20,20,
13b_auditoria_mapas,auditoria,resultado,,Resultado observado.,texto,—,texto,0.0,40,"Itajá, Santa Fé de Goiás, Aragarças, Pires do Rio, Goianira,",
13b_auditoria_mapas,auditoria,decisao,,Decisão tomada a partir do resultado.,texto,—,texto,0.0,23,Substituído por representative_point (garantido dentro do po,renomeada de 'decisão' na v6
