"Localidade";"Variável";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025"
"Professor Jamil";"Produção de Níquel (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Quirinópolis";"Produção de Calcário para Rações (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Quirinópolis";"Produção de Cascalho ()";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Quirinópolis";"Produção de Caulim (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Quirinópolis";"Produção de Caulim para Cerâmica Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Quirinópolis";"Produção de Cobalto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Quirinópolis";"Produção de Cobre (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Quirinópolis";"Produção de Diamante (ct)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Quirinópolis";"Produção de Esmeralda (kg)";"";"-";"-";"-";"-";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Quirinópolis";"Produção de Ferro para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Quirinópolis";"Produção de Filito (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Quirinópolis";"Produção de Fosfato (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Quirinópolis";"Produção de Manganês (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Quirinópolis";"Produção de Nióbio (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Quirinópolis";"Produção de Níquel (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rialma";"Produção de Calcário para Rações (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rialma";"Produção de Cascalho ()";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rialma";"Produção de Caulim (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rialma";"Produção de Caulim para Cerâmica Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rialma";"Produção de Cobalto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rialma";"Produção de Cobre (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rialma";"Produção de Diamante (ct)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rialma";"Produção de Esmeralda (kg)";"";"-";"-";"-";"-";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rialma";"Produção de Ferro para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rialma";"Produção de Filito (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rialma";"Produção de Fosfato (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rialma";"Produção de Manganês (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rialma";"Produção de Nióbio (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rialma";"Produção de Níquel (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rianápolis";"Produção de Calcário para Rações (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rianápolis";"Produção de Cascalho ()";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rianápolis";"Produção de Caulim (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rianápolis";"Produção de Caulim para Cerâmica Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rianápolis";"Produção de Cobalto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rianápolis";"Produção de Cobre (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rianápolis";"Produção de Diamante (ct)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rianápolis";"Produção de Esmeralda (kg)";"";"-";"-";"-";"-";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rianápolis";"Produção de Ferro para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rianápolis";"Produção de Filito (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rianápolis";"Produção de Fosfato (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rianápolis";"Produção de Manganês (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rianápolis";"Produção de Nióbio (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rianápolis";"Produção de Níquel (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rio Quente";"Produção de Calcário para Rações (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rio Quente";"Produção de Cascalho ()";"";"";"";"";"";"-";"";"7.982";"7.982";"";"";"53";"";"";"";"";"";"";"";"";""
"Rio Quente";"Produção de Caulim (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rio Quente";"Produção de Caulim para Cerâmica Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rio Quente";"Produção de Cobalto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rio Quente";"Produção de Cobre (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rio Quente";"Produção de Diamante (ct)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rio Quente";"Produção de Esmeralda (kg)";"";"-";"-";"-";"-";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rio Quente";"Produção de Ferro para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rio Quente";"Produção de Filito (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rio Quente";"Produção de Fosfato (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rio Quente";"Produção de Manganês (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rio Quente";"Produção de Nióbio (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rio Quente";"Produção de Níquel (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rio Verde";"Produção de Calcário para Rações (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rio Verde";"Produção de Cascalho ()";"";"-";"-";" 9.882 ";"6.000";"-";"";"";"450";"57.974";"4.328";"";"";"";"";"";"";"";"";"";""
"Rio Verde";"Produção de Caulim (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rio Verde";"Produção de Caulim para Cerâmica Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rio Verde";"Produção de Cobalto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rio Verde";"Produção de Cobre (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rio Verde";"Produção de Diamante (ct)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rio Verde";"Produção de Esmeralda (kg)";"";"-";"-";"-";"-";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rio Verde";"Produção de Ferro para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rio Verde";"Produção de Filito (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rio Verde";"Produção de Fosfato (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rio Verde";"Produção de Manganês (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rio Verde";"Produção de Nióbio (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rio Verde";"Produção de Níquel (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rubiataba";"Produção de Calcário para Rações (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rubiataba";"Produção de Cascalho ()";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rubiataba";"Produção de Caulim (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rubiataba";"Produção de Caulim para Cerâmica Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rubiataba";"Produção de Cobalto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rubiataba";"Produção de Cobre (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rubiataba";"Produção de Diamante (ct)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rubiataba";"Produção de Esmeralda (kg)";"";"-";"-";"-";"-";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rubiataba";"Produção de Ferro para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rubiataba";"Produção de Filito (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rubiataba";"Produção de Fosfato (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rubiataba";"Produção de Manganês (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rubiataba";"Produção de Nióbio (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Rubiataba";"Produção de Níquel (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sanclerlândia";"Produção de Calcário para Rações (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sanclerlândia";"Produção de Cascalho ()";"";"220";"680";" 368 ";" - ";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sanclerlândia";"Produção de Caulim (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sanclerlândia";"Produção de Caulim para Cerâmica Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sanclerlândia";"Produção de Cobalto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sanclerlândia";"Produção de Cobre (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sanclerlândia";"Produção de Diamante (ct)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sanclerlândia";"Produção de Esmeralda (kg)";"";"-";"-";"-";"-";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sanclerlândia";"Produção de Ferro para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sanclerlândia";"Produção de Filito (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sanclerlândia";"Produção de Fosfato (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sanclerlândia";"Produção de Manganês (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sanclerlândia";"Produção de Nióbio (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sanclerlândia";"Produção de Níquel (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Bárbara de Goiás";"Produção de Calcário para Rações (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Bárbara de Goiás";"Produção de Cascalho ()";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Bárbara de Goiás";"Produção de Caulim (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Bárbara de Goiás";"Produção de Caulim para Cerâmica Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Bárbara de Goiás";"Produção de Cobalto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Bárbara de Goiás";"Produção de Cobre (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Bárbara de Goiás";"Produção de Diamante (ct)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Bárbara de Goiás";"Produção de Esmeralda (kg)";"";"-";"-";"-";"-";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Bárbara de Goiás";"Produção de Ferro para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Bárbara de Goiás";"Produção de Filito (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Bárbara de Goiás";"Produção de Fosfato (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Bárbara de Goiás";"Produção de Manganês (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Bárbara de Goiás";"Produção de Nióbio (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Bárbara de Goiás";"Produção de Níquel (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Cruz de Goiás";"Produção de Calcário para Rações (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Cruz de Goiás";"Produção de Cascalho ()";"";"-";"-";"81.355 ";" - ";"-";"155";"";"";"";"2.278";"";"";"";"";"";"";"";"";"";""
"Santa Cruz de Goiás";"Produção de Caulim (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Cruz de Goiás";"Produção de Caulim para Cerâmica Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Cruz de Goiás";"Produção de Cobalto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Cruz de Goiás";"Produção de Cobre (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Cruz de Goiás";"Produção de Diamante (ct)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Cruz de Goiás";"Produção de Esmeralda (kg)";"";"-";"-";"-";"-";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Cruz de Goiás";"Produção de Ferro para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Cruz de Goiás";"Produção de Filito (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Cruz de Goiás";"Produção de Fosfato (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Cruz de Goiás";"Produção de Manganês (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Cruz de Goiás";"Produção de Nióbio (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Cruz de Goiás";"Produção de Níquel (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Fé de Goiás";"Produção de Calcário para Rações (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Fé de Goiás";"Produção de Cascalho ()";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Fé de Goiás";"Produção de Caulim (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Fé de Goiás";"Produção de Caulim para Cerâmica Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Fé de Goiás";"Produção de Cobalto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Fé de Goiás";"Produção de Cobre (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Fé de Goiás";"Produção de Diamante (ct)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Fé de Goiás";"Produção de Esmeralda (kg)";"";"-";"-";"-";"-";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Fé de Goiás";"Produção de Ferro para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Fé de Goiás";"Produção de Filito (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Fé de Goiás";"Produção de Fosfato (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Fé de Goiás";"Produção de Manganês (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Fé de Goiás";"Produção de Nióbio (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Fé de Goiás";"Produção de Níquel (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Helena de Goiás";"Produção de Calcário para Rações (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Helena de Goiás";"Produção de Cascalho ()";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Helena de Goiás";"Produção de Caulim (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Helena de Goiás";"Produção de Caulim para Cerâmica Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Helena de Goiás";"Produção de Cobalto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Helena de Goiás";"Produção de Cobre (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Helena de Goiás";"Produção de Diamante (ct)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Helena de Goiás";"Produção de Esmeralda (kg)";"";"-";"-";"-";"-";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Helena de Goiás";"Produção de Ferro para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Helena de Goiás";"Produção de Filito (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Helena de Goiás";"Produção de Fosfato (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Helena de Goiás";"Produção de Manganês (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Helena de Goiás";"Produção de Nióbio (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Helena de Goiás";"Produção de Níquel (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Isabel";"Produção de Calcário para Rações (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Isabel";"Produção de Cascalho ()";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Isabel";"Produção de Caulim (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Isabel";"Produção de Caulim para Cerâmica Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Isabel";"Produção de Cobalto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Isabel";"Produção de Cobre (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Isabel";"Produção de Diamante (ct)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Isabel";"Produção de Esmeralda (kg)";"";"-";"-";"-";"-";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Isabel";"Produção de Ferro para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Isabel";"Produção de Filito (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Isabel";"Produção de Fosfato (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Isabel";"Produção de Manganês (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Isabel";"Produção de Nióbio (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Isabel";"Produção de Níquel (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Araguaia";"Produção de Calcário para Rações (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Araguaia";"Produção de Cascalho ()";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Araguaia";"Produção de Caulim (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Araguaia";"Produção de Caulim para Cerâmica Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Araguaia";"Produção de Cobalto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Araguaia";"Produção de Cobre (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Araguaia";"Produção de Diamante (ct)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Araguaia";"Produção de Esmeralda (kg)";"";"-";"-";"-";"-";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Araguaia";"Produção de Ferro para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Araguaia";"Produção de Filito (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Araguaia";"Produção de Fosfato (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Araguaia";"Produção de Manganês (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Araguaia";"Produção de Nióbio (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Araguaia";"Produção de Níquel (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Novo Destino";"Produção de Calcário para Rações (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Novo Destino";"Produção de Cascalho ()";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Novo Destino";"Produção de Caulim (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Novo Destino";"Produção de Caulim para Cerâmica Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Novo Destino";"Produção de Cobalto (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Novo Destino";"Produção de Cobre (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Novo Destino";"Produção de Diamante (ct)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Novo Destino";"Produção de Esmeralda (kg)";"";"-";"-";"-";"-";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Novo Destino";"Produção de Ferro para Cimento (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Novo Destino";"Produção de Filito (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Novo Destino";"Produção de Fosfato (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Novo Destino";"Produção de Manganês (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Novo Destino";"Produção de Nióbio (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rita do Novo Destino";"Produção de Níquel (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rosa de Goiás";"Produção de Calcário para Rações (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rosa de Goiás";"Produção de Cascalho ()";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rosa de Goiás";"Produção de Caulim (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Santa Rosa de Goiás";"Produção de Caulim para Cerâmica Branca (t)";"";"";"";"";"";"-";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
